id,idcliente,estado,anom,,
98502,L-293-8593742-M,3676/477220-5125,,,
98525,A-397-8593789-B,3648/564192-2290,,,
98548,O-359-8593836-J,3691/387203-0095,,,
98571,I-532-8593883-W,3607/132183-2163,,,
98594,X-435-8593930-L,3641/468966-7013,,,
98617,T-450-8593977-E,3671/933456-7461,,,
98640,O-264-8594024-Z,3694/848638-2961,,,
98663,C-393-8594071-Y,3677/430169-5928,,,
98686,D-293-8594118-D,3672/235573-3855,,,
98709,Y-536-8594165-S,3613/242284-2780,,,
98732,S-302-8594212-Y,3680/467091-3972,,,
98755,R-315-8594259-B,3659/325771-3661,,,
98778,Y-296-8594306-V,3619/269684-7790,,,
98801,L-452-8594353-O,3665/349731-0734,,,
98824,O-445-8594400-N,3618/431258-6548,,,
98847,M-230-8594447-V,3667/176478-5792,,,
98870,J-525-8594494-L,3641/112716-3449,,,
98893,N-256-8594541-B,3684/143445-1162,,,
98916,W-304-8594588-I,3633/903237-3425,,,
98939,M-303-8594635-A,3601/588892-1828,,,
98962,P-396-8594682-B,3674/229183-3437,,,
98985,U-516-8594729-N,3628/745782-9803,,,
99008,F-362-8594776-J,3677/513922-5580,,,
99031,A-491-8594823-E,3651/471259-2581,,,
99054,B-485-8594870-V,3608/471186-2096,,,
99077,B-393-8594917-Y,3609/832006-0868,,,
99100,L-387-8594964-E,3657/822445-5488,,,
99123,K-269-8595011-Q,3621/149069-1079,,,
99146,A-362-8595058-Y,3672/833826-9990,,,
99169,S-386-8595105-O,3665/466824-4736,,,
99192,L-349-8595152-A,3670/836405-9150,,,
99215,D-373-8595199-M,3619/400968-2658,,,
99238,U-315-8595246-U,3603/173118-4563,,,
99261,M-460-8595293-F,3671/631254-4132,,,
99284,I-513-8595340-J,3636/505005-8697,,,
99307,Z-256-8595387-S,3654/657315-8201,,,
99330,I-325-8595434-V,3646/146347-1351,,,
99353,R-400-8595481-S,3610/247657-3078,,,
99376,V-488-8595528-D,3652/528152-0142,,,
99399,U-255-8595575-A,3647/734264-3010,,,
99422,G-443-8595622-B,3657/461475-5157,,,
99445,B-527-8595669-I,3678/386576-3667,,,
99468,P-287-8595716-Q,3660/563810-8815,,,
99491,N-415-8595763-Y,3653/675388-6515,,,
99514,I-289-8595810-L,3660/384803-9433,,,
99537,G-452-8595857-N,3639/056602-8257,,,
99560,A-292-8595904-X,3672/003648-6695,,,
99583,U-414-8595951-H,3699/033731-0163,,,
99606,X-250-8595998-P,3613/058609-9114,,,
99629,W-385-8596045-T,3637/637158-5086,,,
99652,P-493-8596092-M,3650/058076-6761,,,
99675,N-287-8596139-Q,3681/111347-5428,,,
99698,Y-332-8596186-D,3689/456257-2770,,,
99721,H-344-8596233-D,3680/167343-8072,,,
99744,G-503-8596280-M,3635/427052-9406,,,
99767,T-487-8596327-F,3683/378753-1773,,,
99790,C-312-8596374-L,3622/312720-2535,,,
99813,Q-355-8596421-U,3619/331793-9594,,,
99836,M-281-8596468-Z,3677/944613-6696,,,
99859,V-449-8596515-R,3621/081318-7310,,,
99882,A-299-8596562-U,3676/755546-1864,,,
99905,L-401-8596609-G,3666/528140-1768,,,
99928,J-355-8596656-R,3677/430169-5928,,,
99951,R-424-8596703-W,3631/313710-3375,,,
99974,F-378-8596750-B,3686/519479-7365,,,
99997,K-284-8596797-S,3602/990618-5498,,,
100020,Y-248-8596844-N,3656/435845-6666,,,
100043,O-264-8596891-W,3619/525221-1137,,,
100066,I-231-8596938-V,3653/675388-6515,,,
100089,X-239-8596985-K,3624/849011-8877,,,
100112,Z-271-8597032-H,3650/120233-1802,,,
100135,X-514-8597079-A,3606/022030-0257,,,
100158,O-430-8597126-C,3610/649016-6389,,,
100181,Q-475-8597173-U,3628/668417-6723,,,
100204,G-485-8597220-B,3601/917428-9288,,,
100227,F-321-8597267-M,3636/170966-6055,,,
100250,P-516-8597314-K,3656/859292-1419,,,
100273,O-468-8597361-O,3607/132183-2163,,,
100296,T-319-8597408-M,3635/998866-1631,,,
100319,A-324-8597455-J,3675/992194-8625,,,
100342,J-483-8597502-Z,3630/849380-1257,,,
100365,H-263-8597549-H,3630/314957-9746,,,
100388,P-321-8597596-I,3670/836405-9150,,,
100411,H-502-8597643-A,3675/542127-5345,,,
100434,P-451-8597690-J,3654/533361-0261,,,
100457,R-508-8597737-H,3693/491255-0793,,,
100480,F-268-8597784-Q,3640/610692-2245,,,
100503,K-239-8597831-N,3680/167343-8072,,,
100526,H-451-8597878-V,3673/879383-3776,,,
100549,I-509-8597925-L,3699/001632-2059,,,
100572,P-436-8597972-G,3623/162864-8635,,,
100595,E-514-8598019-T,3661/563771-7268,,,
100618,R-422-8598066-G,3632/899838-5457,,,
100641,W-271-8598113-B,3647/212450-9372,,,
100664,I-315-8598160-E,3671/770504-8186,,,
100687,Q-497-8598207-S,3607/219927-9347,,,
100710,K-294-8598254-C,3677/911641-6139,,,
100733,H-467-8598301-X,3649/125883-8910,,,
100756,G-486-8598348-I,3662/817897-3125,,,
100779,G-332-8598395-B,3610/315396-6460,,,
100802,K-368-8598442-X,3606/848499-9706,,,
100825,I-532-8598489-V,3672/235573-3855,,,
100848,Z-456-8598536-G,3617/524190-0552,,,
100871,Y-286-8598583-K,3655/422588-0529,,,
100894,C-525-8598630-Z,3676/637001-8552,,,
100917,A-468-8598677-H,3606/448471-7362,,,
100940,V-382-8598724-Q,3679/413639-2814,,,
100963,G-297-8598771-L,3678/802900-6408,,,
100986,B-414-8598818-P,3678/386576-3667,,,
101009,R-270-8598865-X,3617/072614-3307,,,
101032,O-436-8598912-E,3654/269930-4621,,,
101055,H-496-8598959-L,3632/604599-9056,,,
101078,G-329-8599006-S,3605/953919-1829,,,
101101,J-256-8599053-R,3603/757334-3373,,,
101124,A-409-8599100-H,3624/042914-3936,,,
101147,I-346-8599147-Y,3666/528140-1768,,,
101170,D-317-8599194-V,3672/933870-6742,,,
101193,P-352-8599241-E,3619/615627-0252,,,
101216,B-536-8599288-O,3630/050694-5270,,,
101239,Z-411-8599335-L,3655/112977-0244,,,
101262,R-404-8599382-N,3616/287874-3695,,,
101285,K-250-8599429-N,3671/130971-1562,,,
101308,P-487-8599476-O,3602/804551-5813,,,
101331,L-315-8599523-F,3652/780170-7498,,,
101354,K-518-8599570-I,3677/430169-5928,,,
101377,Y-423-8599617-J,3635/069287-1699,,,
101400,R-405-8599664-H,3665/558126-7035,,,
101423,C-325-8599711-D,3685/019715-3931,,,
101446,M-327-8599758-I,3614/825536-8289,,,
101469,L-297-8599805-W,3656/859292-1419,,,
101492,F-258-8599852-C,3605/485755-3916,,,
101515,U-439-8599899-S,3676/537193-5897,,,
101538,Y-366-8599946-W,3633/903237-3425,,,
101561,Z-410-8599993-M,3640/077994-6474,,,
101584,C-505-8600040-G,3634/106044-3526,,,
101607,P-243-8600087-Y,3604/421884-8089,,,
101630,Z-257-8600134-I,3628/304225-9390,,,
101653,W-288-8600181-E,3615/990921-1163,,,
101676,S-500-8600228-E,3660/524161-7699,,,
101699,E-418-8600275-B,3604/946565-9022,,,
101722,Q-396-8600322-D,3624/486808-2787,,,
101745,K-275-8600369-G,3671/130971-1562,,,
101768,Y-462-8600416-E,3640/876759-6334,,,
101791,F-239-8600463-R,3613/807292-1519,,,
101814,I-286-8600510-J,3640/223044-3208,,,
101837,V-392-8600557-Z,3604/017078-0849,,,
101860,R-513-8600604-Z,3678/153120-9826,,,
101883,H-297-8600651-L,3651/385254-9658,,,
101906,N-362-8600698-Q,3678/747765-7357,,,
101929,W-248-8600745-L,3610/566487-1410,,,
101952,T-420-8600792-A,3626/867557-6087,,,
101975,H-496-8600839-V,3628/999686-9894,,,
101998,S-327-8600886-M,3606/353597-3370,,,
102021,E-352-8600933-Z,3633/213288-8590,,,
102044,T-536-8600980-J,3612/296455-9249,,,
102067,Z-294-8601027-C,3663/522670-2208,,,
102090,G-309-8601074-S,3663/720471-2159,,,
102113,L-388-8601121-A,3689/630531-9518,,,
102136,Y-497-8601168-Z,3628/051531-6491,,,
102159,L-377-8601215-M,3657/692195-1551,,,
102182,N-488-8601262-N,3689/127590-7582,,,
102205,J-285-8601309-S,3646/693861-5771,,,
102228,F-244-8601356-V,3680/924878-8087,,,
102251,I-323-8601403-W,3640/876759-6334,,,
102274,G-503-8601450-I,3693/744301-8602,,,
102297,Y-335-8601497-I,3663/315814-3202,,,
102320,P-274-8601544-N,3667/035098-5147,,,
102343,U-448-8601591-R,3634/546169-9461,,,
102366,I-496-8601638-T,3646/952584-5413,,,
102389,S-391-8601685-A,3672/003648-6695,,,
102412,Q-527-8601732-O,3654/290339-6348,,,
102435,T-293-8601779-D,3614/379494-2066,,,
102458,Z-261-8601826-W,3664/948084-4549,,,
102481,C-406-8601873-Q,3661/140227-0179,,,
102504,L-534-8601920-U,3662/961779-7935,,,
102527,A-491-8601967-C,3693/491255-0793,,,
102550,O-474-8602014-G,3672/662358-6219,,,
102573,L-254-8602061-P,3662/961779-7935,,,
102596,B-316-8602108-J,3631/802032-7338,,,
102619,K-299-8602155-D,3686/699468-0207,,,
102642,S-312-8602202-F,3658/341450-1273,,,
102665,E-441-8602249-F,3695/767292-4221,,,
102688,E-535-8602296-P,3661/139257-1545,,,
102711,K-343-8602343-Y,3672/113356-1000,,,
102734,K-437-8602390-A,3696/801721-6975,,,
102757,R-238-8602437-D,3666/148901-9635,,,
102780,D-335-8602484-V,3672/833826-9990,,,
102803,I-514-8602531-J,3639/263580-5418,,,
102826,O-361-8602578-K,3639/971125-0864,,,
102849,V-533-8602625-R,3682/448167-9992,,,
102872,K-340-8602672-A,3609/582725-5264,,,
102895,K-378-8602719-N,3685/754875-6973,,,
102918,T-439-8602766-C,3606/848499-9706,,,
102941,X-438-8602813-W,3665/446167-3024,,,
102964,O-352-8602860-A,3666/791324-4061,,,
102987,V-480-8602907-U,3643/877080-2544,,,
103010,K-249-8602954-C,3631/870605-0386,,,
103033,L-511-8603001-L,3651/032150-0825,,,
103056,M-514-8603048-X,3633/549976-6622,,,
103079,S-482-8603095-Y,3640/876759-6334,,,
103102,B-400-8603142-E,3673/622518-8074,,,
103125,P-317-8603189-U,3698/879720-4553,,,
103148,L-436-8603236-A,3664/168582-8617,,,
103171,N-431-8603283-S,3606/848499-9706,,,
103194,T-240-8603330-A,3693/743550-8644,,,
103217,K-237-8603377-O,3652/726170-4605,,,
103240,L-277-8603424-J,3641/481993-9480,,,
103263,E-476-8603471-J,3647/212450-9372,,,
103286,H-249-8603518-R,3601/504678-7418,,,
103309,X-273-8603565-I,3649/041065-5741,,,
103332,P-531-8603612-Y,3609/411706-4510,,,
103355,L-356-8603659-F,3618/431258-6548,,,
103378,B-263-8603706-X,3693/846525-4588,,,
103401,X-280-8603753-P,3694/175517-9739,,,
103424,U-386-8603800-E,3629/773735-3698,,,
103447,E-294-8603847-J,3605/953919-1829,,,
103470,H-234-8603894-O,3677/160528-3492,,,
103493,M-313-8603941-A,3600/371926-4279,,,
103516,D-361-8603988-G,3628/192725-0427,,,
103539,N-472-8604035-L,3672/083974-1619,,,
103562,A-340-8604082-A,3607/341224-7137,,,
103585,P-330-8604129-S,3666/802573-7406,,,
103608,B-306-8604176-V,3689/135834-4430,,,
103631,X-392-8604223-T,3667/481640-4008,,,
103654,H-493-8604270-T,3669/860432-7089,,,
103677,W-323-8604317-N,3622/312720-2535,,,
103700,T-431-8604364-I,3670/551176-3395,,,
103723,X-539-8604411-U,3684/005650-6261,,,
103746,H-281-8604458-A,3634/668201-9513,,,
103769,Z-297-8604505-N,3671/335864-4306,,,
103792,M-490-8604552-O,3601/122601-6512,,,
103815,B-341-8604599-X,3681/297256-4344,,,
103838,M-355-8604646-B,3677/513922-5580,,,
103861,C-458-8604693-W,3667/170802-1353,,,
103884,F-257-8604740-V,3601/304714-8557,,,
103907,K-426-8604787-D,3623/434036-9779,,,
103930,U-474-8604834-G,3658/496004-9493,,,
103953,V-520-8604881-W,3691/212440-0767,,,
103976,X-427-8604928-Z,3638/755770-0316,,,
103999,D-417-8604975-I,3647/310751-6400,,,
104022,G-504-8605022-V,3673/184762-6510,,,
104045,S-419-8605069-Z,3649/161249-1927,,,
104068,W-374-8605116-V,3668/938682-6943,,,
104091,K-392-8605163-Y,3615/462516-4523,,,
104114,B-468-8605210-T,3664/457172-3215,,,
104137,K-460-8605257-Y,3664/457172-3215,,,
104160,K-258-8605304-Y,3634/546169-9461,,,
104183,Y-534-8605351-C,3609/266032-8225,,,
104206,L-465-8605398-U,3622/832087-6704,,,
104229,F-536-8605445-M,3635/302001-3919,,,
104252,T-336-8605492-G,3640/557042-3102,,,
104275,L-461-8605539-J,3688/635620-1327,,,
104298,X-304-8605586-S,3677/944613-6696,,,
104321,D-317-8605633-E,3620/015526-7754,,,
104344,Q-354-8605680-E,3671/010606-4860,,,
104367,W-489-8605727-G,3685/392103-3957,,,
104390,R-450-8605774-O,3642/248455-1019,,,
104413,O-397-8605821-P,3620/562580-1272,,,
104436,D-513-8605868-V,3667/643484-0224,,,
104459,P-503-8605915-J,3673/622518-8074,,,
104482,N-373-8605962-A,3619/738309-2394,,,
104505,N-471-8606009-A,3604/252152-6400,,,
104528,T-273-8606056-M,3652/780170-7498,,,
104551,N-457-8606103-A,3646/289449-3444,,,
104574,Z-388-8606150-X,3610/373730-4204,,,
104597,P-473-8606197-X,3674/464494-0760,,,
104620,L-441-8606244-L,3636/505005-8697,,,
104643,E-237-8606291-F,3631/334834-2408,,,
104666,G-411-8606338-Y,3629/745714-7254,,,
104689,R-288-8606385-L,3684/415689-0229,,,
104712,J-495-8606432-A,3678/158683-1607,,,
104735,V-489-8606479-I,3673/985187-8950,,,
104758,E-359-8606526-K,3678/241731-4227,,,
104781,Z-434-8606573-L,3638/442411-2221,,,
104804,K-532-8606620-Q,3621/149069-1079,,,
104827,T-496-8606667-S,3680/704676-0415,,,
104850,Y-474-8606714-P,3601/313282-1696,,,
104873,O-321-8606761-T,3660/384803-9433,,,
104896,B-422-8606808-M,3660/384803-9433,,,
104919,I-524-8606855-N,3636/087437-6318,,,
104942,P-478-8606902-U,3605/485755-3916,,,
104965,H-327-8606949-U,3640/845705-8199,,,
104988,I-326-8606996-B,3676/477220-5125,,,
105011,A-418-8607043-T,3671/357568-2139,,,
105034,L-470-8607090-W,3615/613684-3131,,,
105057,Y-283-8607137-L,3635/302001-3919,,,
105080,S-313-8607184-E,3657/233148-8136,,,
105103,B-324-8607231-Z,3665/510941-4135,,,
105126,N-296-8607278-J,3613/058609-9114,,,
105149,R-235-8607325-D,3616/287874-3695,,,
105172,M-533-8607372-I,3688/827188-3676,,,
105195,K-334-8607419-J,3680/536652-2886,,,
105218,R-359-8607466-V,3624/677781-4945,,,
105241,N-463-8607513-O,3628/410672-6621,,,
105264,F-312-8607560-H,3638/990621-0633,,,
105287,U-513-8607607-S,3607/219927-9347,,,
105310,L-394-8607654-Z,3621/559520-8127,,,
105333,I-515-8607701-B,3683/446272-0137,,,
105356,O-379-8607748-L,3619/582948-7004,,,
105379,I-428-8607795-A,3636/474101-3914,,,
105402,P-513-8607842-Q,3646/924646-5665,,,
105425,A-501-8607889-Z,3667/624092-9260,,,
105448,C-241-8607936-C,3612/152626-1286,,,
105471,F-487-8607983-F,3613/058609-9114,,,
105494,K-537-8608030-H,3672/662358-6219,,,
105517,A-374-8608077-B,3600/838622-6683,,,
105540,E-508-8608124-I,3611/680465-5043,,,
105563,L-350-8608171-N,3662/961779-7935,,,
105586,R-522-8608218-A,3642/900881-0813,,,
105609,N-254-8608265-F,3609/007025-7752,,,
105632,E-343-8608312-T,3674/515939-3915,,,
105655,M-371-8608359-J,3670/836405-9150,,,
105678,O-488-8608406-S,3663/522670-2208,,,
105701,S-314-8608453-D,3691/597442-1163,,,
105724,V-489-8608500-A,3646/924646-5665,,,
105747,N-469-8608547-C,3651/021024-1325,,,
105770,F-362-8608594-I,3647/404879-0104,,,
105793,R-274-8608641-M,3648/172414-6667,,,
105816,K-387-8608688-Z,3676/755546-1864,,,
105839,N-288-8608735-P,3635/998866-1631,,,
105862,T-530-8608782-L,3680/704676-0415,,,
105885,Q-443-8608829-B,3610/133734-9181,,,
105908,M-456-8608876-I,3630/055566-2768,,,
105931,K-370-8608923-K,3601/304714-8557,,,
105954,P-402-8608970-L,3638/404573-8677,,,
105977,C-366-8609017-B,3673/761993-1970,,,
106000,B-411-8609064-J,3643/757170-6284,,,
106023,X-422-8609111-O,3651/899689-9224,,,
106046,A-356-8609158-I,3642/712519-6421,,,
106069,I-299-8609205-H,3639/214191-7228,,,
106092,H-401-8609252-A,3637/313803-8186,,,
106115,U-357-8609299-P,3613/256485-2787,,,
106138,R-295-8609346-P,3652/254253-2644,,,
106161,S-532-8609393-B,3603/105354-6365,,,
106184,M-248-8609440-U,3662/068882-4005,,,
106207,X-410-8609487-F,3635/563903-6827,,,
106230,A-411-8609534-E,3692/528931-6123,,,
106253,G-446-8609581-W,3682/988226-5945,,,
106276,A-314-8609628-I,3699/004360-5203,,,
106299,F-314-8609675-G,3651/032150-0825,,,
106322,G-493-8609722-H,3654/343841-6502,,,
106345,V-390-8609769-D,3691/777008-3999,,,
106368,G-261-8609816-D,3629/745714-7254,,,
106391,D-432-8609863-L,3644/464318-2270,,,
106414,O-414-8609910-F,3635/132182-6872,,,
106437,L-251-8609957-X,3688/167607-5972,,,
106460,P-359-8610004-R,3647/212450-9372,,,
106483,H-514-8610051-P,3673/855850-1618,,,
106506,C-441-8610098-O,3611/778582-4673,,,
106529,A-390-8610145-D,3645/344855-1498,,,
106552,S-497-8610192-M,3657/444668-9145,,,
106575,I-516-8610239-Y,3678/802900-6408,,,
106598,C-495-8610286-T,3662/961779-7935,,,
106621,W-323-8610333-K,3656/859292-1419,,,
106644,N-248-8610380-C,3661/595218-4540,,,
106667,W-465-8610427-B,3695/627656-2460,,,
106690,D-365-8610474-Q,3670/553055-2464,,,
106713,F-515-8610521-E,3619/585262-7070,,,
106736,S-487-8610568-U,3657/107878-3238,,,
106759,G-529-8610615-L,3648/526842-0131,,,
106782,B-349-8610662-U,3645/100130-1541,,,
106805,F-460-8610709-L,3678/802900-6408,,,
106828,P-371-8610756-J,3617/510016-7277,,,
106851,G-489-8610803-B,3684/453383-2886,,,
106874,D-457-8610850-Q,3678/153120-9826,,,
106897,L-286-8610897-M,3672/662358-6219,,,
106920,F-323-8610944-O,3641/168615-4730,,,
106943,U-286-8610991-Q,3647/154619-1397,,,
106966,E-260-8611038-A,3656/086979-3571,,,
106989,H-521-8611085-C,3639/257328-1564,,,
107012,P-256-8611132-G,3635/069287-1699,,,
107035,F-472-8611179-B,3605/428802-6128,,,
107058,A-379-8611226-V,3698/125132-9974,,,
107081,L-305-8611273-B,3652/461527-9343,,,
107104,E-380-8611320-M,3683/673122-9451,,,
107127,S-456-8611367-Q,3672/630490-5241,,,
107150,L-306-8611414-F,3693/846525-4588,,,
107173,G-307-8611461-L,3626/186916-1816,,,
107196,P-300-8611508-U,3628/304225-9390,,,
107219,L-289-8611555-R,3641/157643-2634,,,
107242,M-320-8611602-H,3665/528286-9246,,,
107265,M-399-8611649-Y,3655/443523-6868,,,
107288,V-528-8611696-Q,3689/630531-9518,,,
107311,Z-445-8611743-P,3600/068708-6320,,,
107334,T-268-8611790-P,3657/692195-1551,,,
107357,A-514-8611837-V,3607/341224-7137,,,
107380,J-376-8611884-V,3648/099358-6496,,,
107403,P-403-8611931-A,3605/840687-6868,,,
107426,E-270-8611978-I,3664/457172-3215,,,
107449,B-253-8612025-C,3641/157643-2634,,,
107472,C-239-8612072-N,3655/103713-4624,,,
107495,C-492-8612119-S,3625/872179-4909,,,
107518,Q-293-8612166-K,3667/194526-1663,,,
107541,C-421-8612213-N,3628/803432-6891,,,
107564,P-408-8612260-N,3655/443523-6868,,,
107587,U-250-8612307-U,3684/111304-2761,,,
107610,Y-284-8612354-Y,3623/384289-6172,,,
107633,S-492-8612401-T,3607/621341-8237,,,
107656,R-435-8612448-H,3686/417251-9115,,,
107679,U-490-8612495-X,3650/646106-9027,,,
107702,C-401-8612542-R,3693/885925-2172,,,
107725,W-393-8612589-U,3612/296455-9249,,,
107748,V-351-8612636-C,3619/615627-0252,,,
107771,F-531-8612683-U,3629/509448-8990,,,
107794,J-235-8612730-W,3600/838622-6683,,,
107817,E-233-8612777-Z,3694/637459-5215,,,
107840,M-278-8612824-O,3663/775209-1774,,,
107863,Y-469-8612871-W,3610/076494-5206,,,
107886,F-475-8612918-Y,3610/373730-4204,,,
107909,Z-507-8612965-A,3639/757430-5916,,,
107932,U-462-8613012-H,3693/387460-9787,,,
107955,Y-312-8613059-U,3641/168615-4730,,,
107978,T-350-8613106-I,3608/590673-6896,,,
108001,F-300-8613153-E,3650/120233-1802,,,
108024,H-288-8613200-C,3673/546019-9572,,,
108047,B-362-8613247-Q,3652/528152-0142,,,
108070,W-435-8613294-D,3634/247408-6828,,,
108093,Q-491-8613341-O,3641/112716-3449,,,
108116,V-372-8613388-X,3625/813244-8202,,,
108139,S-332-8613435-Q,3683/513202-9205,,,
108162,S-263-8613482-Z,3601/620640-6419,,,
108185,U-477-8613529-Y,3606/758369-1651,,,
108208,I-393-8613576-G,3606/282856-5562,,,
108231,U-411-8613623-Z,3617/072614-3307,,,
108254,M-341-8613670-U,3680/167343-8072,,,
108277,G-384-8613717-Q,3651/818921-2268,,,
108300,U-338-8613764-Z,3625/872179-4909,,,
108323,U-340-8613811-S,3610/373730-4204,,,
108346,P-472-8613858-U,3638/834772-0580,,,
108369,H-396-8613905-S,3696/492616-1626,,,
108392,D-453-8613952-C,3695/243645-9671,,,
108415,Q-460-8613999-G,3608/041466-2940,,,
108438,P-441-8614046-D,3623/040514-7258,,,
108461,W-339-8614093-J,3631/802032-7338,,,
108484,I-376-8614140-H,3671/130971-1562,,,
108507,H-322-8614187-Z,3682/988226-5945,,,
108530,U-486-8614234-L,3699/004360-5203,,,
108553,P-400-8614281-B,3663/044249-2999,,,
108576,J-353-8614328-D,3631/603559-9636,,,
108599,C-536-8614375-W,3601/304714-8557,,,
108622,Z-372-8614422-E,3629/281579-2966,,,
108645,L-250-8614469-Q,3602/804551-5813,,,
108668,H-317-8614516-C,3693/885925-2172,,,
108691,T-539-8614563-N,3647/310751-6400,,,
108714,S-348-8614610-B,3640/512015-8794,,,
108737,M-469-8614657-E,3671/991507-4564,,,
108760,E-280-8614704-C,3682/531693-2282,,,
108783,B-466-8614751-Q,3620/601392-4676,,,
108806,A-529-8614798-X,3650/948604-2169,,,
108829,N-307-8614845-M,3601/588892-1828,,,
108852,Q-331-8614892-J,3621/081318-7310,,,
108875,D-451-8614939-H,3682/041809-4487,,,
108898,O-468-8614986-H,3651/916529-1482,,,
108921,E-351-8615033-T,3618/615983-0814,,,
108944,D-464-8615080-Q,3658/196797-6009,,,
108967,G-441-8615127-Z,3656/900072-4809,,,
108990,J-300-8615174-Y,3633/564582-0836,,,
109013,A-332-8615221-O,3606/848499-9706,,,
109036,E-405-8615268-J,3610/667143-5405,,,
109059,Q-247-8615315-T,3698/125132-9974,,,
109082,D-249-8615362-P,3610/315396-6460,,,
109105,P-282-8615409-D,3641/194152-1483,,,
109128,U-371-8615456-H,3613/722345-8058,,,
109151,K-459-8615503-S,3603/333040-5860,,,
109174,D-268-8615550-A,3623/185356-6841,,,
109197,L-306-8615597-Z,3636/949420-4917,,,
109220,E-371-8615644-A,3619/480304-8429,,,
109243,S-313-8615691-I,3661/589555-1433,,,
109266,F-471-8615738-A,3669/718026-2215,,,
109289,Y-451-8615785-K,3676/637001-8552,,,
109312,C-292-8615832-X,3642/678281-9598,,,
109335,J-245-8615879-N,3695/974694-1744,,,
109358,B-492-8615926-N,3660/769479-2466,,,
109381,A-271-8615973-G,3624/677781-4945,,,
109404,U-238-8616020-Q,3619/488377-8812,,,
109427,N-332-8616067-Z,3618/431258-6548,,,
109450,J-417-8616114-G,3648/223403-4666,,,
109473,G-417-8616161-V,3613/031282-2722,,,
109496,I-380-8616208-K,3678/762447-8558,,,
109519,E-259-8616255-A,3614/829725-8977,,,
109542,M-486-8616302-E,3642/248455-1019,,,
109565,W-436-8616349-M,3685/737353-9940,,,
109588,F-343-8616396-E,3697/830818-9542,,,
109611,W-540-8616443-N,3630/873695-3113,,,
109634,Q-452-8616490-N,3659/325771-3661,,,
109657,Y-497-8616537-G,3655/868307-9151,,,
109680,I-377-8616584-Y,3638/013647-6672,,,
109703,A-410-8616631-B,3647/310751-6400,,,
109726,Q-295-8616678-G,3678/167501-0725,,,
109749,Y-322-8616725-W,3604/017078-0849,,,
109772,I-457-8616772-J,3694/645147-2213,,,
109795,T-443-8616819-R,3604/747939-5187,,,
109818,B-376-8616866-J,3604/231275-7628,,,
109841,U-536-8616913-V,3673/857184-4748,,,
109864,X-368-8616960-K,3634/597964-8729,,,
109887,C-289-8617007-V,3640/748400-0240,,,
109910,N-447-8617054-K,3609/266032-8225,,,
109933,W-255-8617101-Q,3669/994567-2159,,,
109956,D-282-8617148-K,3620/015526-7754,,,
109979,H-506-8617195-T,3629/281579-2966,,,
110002,X-487-8617242-H,3683/474252-5538,,,
110025,F-435-8617289-W,3680/938865-1624,,,
110048,Z-390-8617336-Z,3661/826963-8661,,,
110071,V-403-8617383-H,3653/452965-5959,,,
110094,W-500-8617430-W,3649/923114-8976,,,
110117,X-421-8617477-G,3668/986323-6939,,,
110140,R-529-8617524-L,3677/911641-6139,,,
110163,G-395-8617571-Y,3619/615627-0252,,,
110186,G-237-8617618-X,3611/802735-0170,,,
110209,F-307-8617665-H,3636/494250-9835,,,
110232,F-337-8617712-L,3637/313803-8186,,,
110255,T-406-8617759-W,3654/479036-1807,,,
110278,L-254-8617806-R,3638/013647-6672,,,
110301,U-463-8617853-O,3659/015826-0768,,,
110324,H-410-8617900-N,3659/702970-2316,,,
110347,W-387-8617947-A,3632/330770-3201,,,
110370,F-387-8617994-T,3664/176375-5468,,,
110393,J-503-8618041-N,3606/448471-7362,,,
110416,U-303-8618088-R,3651/023067-3929,,,
110439,H-450-8618135-H,3668/947784-0548,,,
110462,L-412-8618182-H,3674/549288-5411,,,
110485,E-436-8618229-X,3615/248826-0016,,,
110508,S-408-8618276-K,3643/068195-4795,,,
110531,Z-266-8618323-M,3673/985187-8950,,,
110554,C-437-8618370-G,3645/600860-0829,,,
110577,O-249-8618417-I,3620/982647-1935,,,
110600,P-529-8618464-C,3630/055566-2768,,,
110623,F-311-8618511-O,3688/542009-2514,,,
110646,Z-313-8618558-L,3605/375059-8606,,,
110669,P-269-8618605-B,3627/945324-8732,,,
110692,D-409-8618652-H,3601/467205-4292,,,
110715,V-433-8618699-J,3655/103713-4624,,,
110738,H-382-8618746-B,3651/130013-4313,,,
110761,W-418-8618793-T,3627/698972-4582,,,
110784,T-371-8618840-E,3684/415689-0229,,,
110807,Y-445-8618887-Z,3676/946437-2281,,,
110830,X-293-8618934-E,3641/194152-1483,,,
110853,K-529-8618981-U,3696/114492-1591,,,
110876,M-519-8619028-O,3667/582951-3958,,,
110899,I-233-8619075-P,3604/747939-5187,,,
110922,N-240-8619122-Q,3638/462914-1066,,,
110945,Y-348-8619169-N,3695/204263-5086,,,
110968,D-316-8619216-N,3619/030179-6469,,,
110991,A-239-8619263-E,3683/673122-9451,,,
111014,Y-447-8619310-W,3600/841048-0108,,,
111037,U-301-8619357-H,3640/306378-0641,,,
111060,L-537-8619404-B,3655/236282-2502,,,
111083,J-269-8619451-H,3694/575542-1009,,,
111106,S-472-8619498-K,3606/969920-2134,,,
111129,Z-379-8619545-W,3678/762447-8558,,,
111152,O-433-8619592-D,3637/695149-8312,,,
111175,T-505-8619639-M,3696/067335-5387,,,
111198,R-426-8619686-T,3673/855850-1618,,,
111221,Q-351-8619733-C,3618/552148-7212,,,
